Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Destination Country	Permit #	Inclusive	Invoice #	Date	Customer PO	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Salesperson Last Name	Salesperson First Name	Shipping Date	Referral Source	Tax Code	Non-GST Amount	GST Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Sale Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Amount Paid	Payment Method	Payment Notes	Name on Card	Card Number	Expiry Date	Authorisation Code	Account Number	Account Name	Cheque Number	Category	Location ID	Card ID	Record ID
SAYANG BANGUNAN		SAYANG BANGUNAN	PEJATEN, TABANAN					X	00005324	25/06/2026	705		A	RGK 07G	50	WALL ANGLE BUKIT	Rp4.504,5044	Rp5.000,00	0%	Rp225.225,22	Rp250.000,00			Sale; SAYANG BANGUNAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp24.774,78			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5326
SAYANG BANGUNAN		SAYANG BANGUNAN	PEJATEN, TABANAN					X	00005324	25/06/2026	705		A	RGK 042GBT	50	CHANAL BT30 C75A	Rp72.972,973	Rp81.000,00	0%	Rp3.648.648,65	Rp4.050.000,00			Sale; SAYANG BANGUNAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp401.351,35			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5326
SAYANG BANGUNAN		SAYANG BANGUNAN	PEJATEN, TABANAN					X	00005324	25/06/2026	705		A	ATAP 076 GBT	25	TRIMDEK SILVER BD 0,25X5 MTR	Rp112.612,6128	Rp125.000,00	0%	Rp2.815.315,32	Rp3.125.000,00			Sale; SAYANG BANGUNAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp309.684,68			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5326
SAYANG BANGUNAN		SAYANG BANGUNAN	PEJATEN, TABANAN					X	00005324	25/06/2026	705		A	TPG 011G	6	CORNICE ADH APLUS @ 20 KG	Rp58.558,5583	Rp65.000,00	0%	Rp351.351,35	Rp390.000,00			Sale; SAYANG BANGUNAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp38.648,65			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5326
SAYANG BANGUNAN		SAYANG BANGUNAN	PEJATEN, TABANAN					X	00005324	25/06/2026	705		A	TPG 014GBT	3	CORNICE ADH APLUS @ 20 BKS	Rp117.117,1167	Rp130.000,00	0%	Rp351.351,35	Rp390.000,00			Sale; SAYANG BANGUNAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp38.648,65			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5326

TERANG ARKASA MANDIRI. PT		TERANG ARKASA MANDIRI. PT	JL. BYPASS KEDIRI TABANAN BALI					X	00005325	25/06/2026	0002		A	BOARD 106G	700	KALSIPLANK JT 8 MM (20 X 300)	Rp27.927,9279	Rp31.000,00	0%	Rp19.549.549,55	Rp21.700.000,00			Sale; TERANG ARKASA MANDIRI. PT	OFFICE				PPN	Rp0,00	Rp2.150.450,45			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5217

KANAYA MANDIRI		KANAYA MANDIRI	JL LEMBU SURA NO 84	DENPASAR				X	00005326	25/06/2026	602		A	TPG 011G	10	CORNICE ADH APLUS @ 20 KG	Rp57.207,207	Rp63.500,00	0%	Rp572.072,07	Rp635.000,00			Sale; KANAYA MANDIRI	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp62.927,93			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	4953

GIAN PUTRA. UD		GIAN PUTRA. UD	BR PERANG, LUKLUK, DARMASABA, BADUNG					X	00005327	25/06/2026	614		A	ATAP 331G	30	GO GREEN MTL PREMIUM II 180X80	Rp50.900,901	Rp56.500,00	0%	Rp1.527.027,03	Rp1.695.000,00			Sale; GIAN PUTRA. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp167.972,97			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4889
GIAN PUTRA. UD		GIAN PUTRA. UD	BR PERANG, LUKLUK, DARMASABA, BADUNG					X	00005327	25/06/2026	614		A	ATAP 330G	20	GO GREEN BR PREMIUM II 180X80	Rp50.900,901	Rp56.500,00	0%	Rp1.018.018,02	Rp1.130.000,00			Sale; GIAN PUTRA. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp111.981,98			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4889
GIAN PUTRA. UD		GIAN PUTRA. UD	BR PERANG, LUKLUK, DARMASABA, BADUNG					X	00005327	25/06/2026	614		A	BOARD 030G	50	KALSILING 3,5 MM (122 X 244)	Rp60.450,4504	Rp67.100,00	0%	Rp3.022.522,52	Rp3.355.000,00			Sale; GIAN PUTRA. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp332.477,48			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4889

MULAWARMAN. UD		MULAWARMAN. UD	SEBELAH TIMUR PASAR MAMBAL	BADUNG				X	00005328	25/06/2026	613		A	BOARD 106G	50	KALSIPLANK JT 8 MM (20 X 300)	Rp31.081,081	Rp34.500,00	0%	Rp1.554.054,05	Rp1.725.000,00			Sale; MULAWARMAN. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp170.945,95			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3953
MULAWARMAN. UD		MULAWARMAN. UD	SEBELAH TIMUR PASAR MAMBAL	BADUNG				X	00005328	25/06/2026	613		A	PLP 199G	3	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.424.864,8667	Rp1.581.600,00	0%	Rp4.274.594,60	Rp4.744.800,00			Sale; MULAWARMAN. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp470.205,40			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3953

PUTRA SURYA PREMANA		PUTRA SURYA PREMANA	JL MAMBAL KELOD, BR LEBAH SARI	BADUNG				X	00005329	25/06/2026	612		A	BOARD 106G	50	KALSIPLANK JT 8 MM (20 X 300)	Rp31.081,081	Rp34.500,00	0%	Rp1.554.054,05	Rp1.725.000,00			Sale; PUTRA SURYA PREMANA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp170.945,95			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4145

PUTRA SURYA PREMANA II		PUTRA SURYA PREMANA II	BR. BLUMBUNGAN, BADUNG					X	00005330	25/06/2026	615		A	ATAP 308 GBT	30	TRIMDEK SILVER BKT 0,25X 4 MTR	Rp101.621,6217	Rp112.800,00	0%	Rp3.048.648,65	Rp3.384.000,00			Sale; PUTRA SURYA PREMANA II	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp335.351,35			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	4146

MEDIA BELANJA JAYA .CV		MEDIA BELANJA JAYA .CV	JL. GATOT SUBROTO BARAT NO. 376 DENPASAR					X	00005361	25/06/2026			A	BOARD 169G	25	KALSIGROOVE 7,5MM (120 X 240)	Rp290.954,9548	Rp322.960,00	0%	Rp7.273.873,87	Rp8.074.000,00			Sale; MEDIA BELANJA JAYA .CV	OFFICE				PPN	Rp0,00	Rp800.126,13			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3360

ARKASA GLORIA RETAILINDO. PT		ARKASA GLORIA RETAILINDO. PT	JL. IMAM BONJOL NO. 555 B DENPASAR					X	00005363	25/06/2026	S8 - 0001		A	BOARD 048G	20	KALSILING 6,0 MM (120 X 240)	Rp115.057,6575	Rp127.714,00	0%	Rp2.301.153,15	Rp2.554.280,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp253.126,85			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171

MEDIA BELANJA JAYA .CV		MEDIA BELANJA JAYA .CV	JL. GATOT SUBROTO BARAT NO. 376 DENPASAR					X	00005364	25/06/2026			A	ATAP 309 G	8	TRIMDEK RESIN BLUE BD 0,25X5M	Rp109.941,4413	Rp122.035,00	0%	Rp879.531,53	Rp976.280,00			Sale; MEDIA BELANJA JAYA .CV	OFFICE				PPN	Rp0,00	Rp96.748,47			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3360

GRHA PRIMA ABADI. CV		GRHA PRIMA ABADI. CV	JL RY LUKLUK DARMASABA	BADUNG				X	00005373	25/06/2026			A	BOARD 087G	3	KALSIFLOOR 20 MM (120 X 240)	Rp558.738,74	Rp620.200,00	0%	Rp1.676.216,22	Rp1.860.600,00			Sale; GRHA PRIMA ABADI. CV	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp184.383,78			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3531

MUDA ARTHA SEJAHTERA		MUDA ARTHA SEJAHTERA	JL. DARMAWANGSA KUTUH, KAMPIAL					X	00005365	26/06/2026	339		A	BOARD 030G	200	KALSILING 3,5 MM (122 X 244)	Rp58.108,1081	Rp64.500,00	0%	Rp11.621.621,62	Rp12.900.000,00			Sale; MUDA ARTHA SEJAHTERA	ACHMAD AFANDY				PPN	Rp0,00	Rp1.278.378,38			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3949

TIRTA SARI BANGUNAN		TIRTA SARI BANGUNAN	JL. DARMA WANGSA NO. 84 NUSA DUA					X	00005366	26/06/2026	567		A	RGK 001 GBT	200	HOLLOW S 2 X 4 0,35	Rp18.918,9189	Rp21.000,00	0%	Rp3.783.783,78	Rp4.200.000,00			Sale; TIRTA SARI BANGUNAN	ACHMAD AFANDY				PPN	Rp0,00	Rp416.216,22			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5450
TIRTA SARI BANGUNAN		TIRTA SARI BANGUNAN	JL. DARMA WANGSA NO. 84 NUSA DUA					X	00005366	26/06/2026	567		A	BOARD 106G	50	KALSIPLANK JT 8 MM (20 X 300)	Rp31.081,0812	Rp34.500,00	0%	Rp1.554.054,06	Rp1.725.000,00			Sale; TIRTA SARI BANGUNAN	ACHMAD AFANDY				PPN	Rp0,00	Rp170.945,94			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5450

PUTRA LESTARI		PUTRA LESTARI	JL.ULUWATU, JIMBARAN (DEPAN PURA WERDHI KOSALA), BADUNG					X	00005367	26/06/2026	568		A	ATAP 109GBT	100	GO GREEN HIJAU 180 X 80	Rp49.099,0991	Rp54.500,00	0%	Rp4.909.909,91	Rp5.450.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp540.090,09			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4136
PUTRA LESTARI		PUTRA LESTARI	JL.ULUWATU, JIMBARAN (DEPAN PURA WERDHI KOSALA), BADUNG					X	00005367	26/06/2026	568		A	BOARD 106G	100	KALSIPLANK JT 8 MM (20 X 300)	Rp30.180,1802	Rp33.500,00	0%	Rp3.018.018,02	Rp3.350.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp331.981,98			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4136
PUTRA LESTARI		PUTRA LESTARI	JL.ULUWATU, JIMBARAN (DEPAN PURA WERDHI KOSALA), BADUNG					X	00005367	26/06/2026	568		A	BRL 013G	77	SHEDOWLINE BUKIT@ 3 M	Rp6.756,7568	Rp7.500,00	0%	Rp520.270,27	Rp577.500,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp57.229,73			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4136
PUTRA LESTARI		PUTRA LESTARI	JL.ULUWATU, JIMBARAN (DEPAN PURA WERDHI KOSALA), BADUNG					X	00005367	26/06/2026	568		A	PLP 199G	4	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.425.225,225	Rp1.582.000,00	0%	Rp5.700.900,90	Rp6.328.000,00			Sale; PUTRA LESTARI	ACHMAD AFANDY				PPN	Rp0,00	Rp627.099,10			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4136

BULUH INDAH GYPSUM		BULUH INDAH GYPSUM	JL. BULUH INDAH	DENPASAR				X	00005368	26/06/2026	442		A	BOARD 106G	1.000	KALSIPLANK JT 8 MM (20 X 300)	Rp27.927,9279	Rp31.000,00	0%	Rp27.927.927,93	Rp31.000.000,00			Sale; BULUH INDAH GYPSUM	WAYAN SUARTAMA				PPN	Rp0,00	Rp3.072.072,07			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	3228

BAKTI SEDANA		BAKTI SEDANA	JL. RAYA SENGANAN KAWAN, PENEBEL	TABANAN				X	00005369	26/06/2026	701		A	ATAP 109GBT	100	GO GREEN HIJAU 180 X 80	Rp47.747,7477	Rp53.000,00	0%	Rp4.774.774,77	Rp5.300.000,00			Sale; BAKTI SEDANA	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp525.225,23			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	2706

MANIK MAS TOKO		MANIK MAS TOKO	BR DINAS PENATAHAN KAJA, PENEBEL, TABANAN   					X	00005370	26/06/2026	482		A	BOARD 030G	100	KALSILING 3,5 MM (122 X 244)	Rp53.333,3333	Rp59.200,00	0%	Rp5.333.333,33	Rp5.920.000,00			Sale; MANIK MAS TOKO	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp586.666,67			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5549
MANIK MAS TOKO		MANIK MAS TOKO	BR DINAS PENATAHAN KAJA, PENEBEL, TABANAN   					X	00005370	26/06/2026	482		A	ATAP 109GBT	20	GO GREEN HIJAU 180 X 80	Rp47.747,748	Rp53.000,00	0%	Rp954.954,96	Rp1.060.000,00			Sale; MANIK MAS TOKO	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp105.045,04			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5549
MANIK MAS TOKO		MANIK MAS TOKO	BR DINAS PENATAHAN KAJA, PENEBEL, TABANAN   					X	00005370	26/06/2026	482		A	ATAP 108GBT	30	GO GREEN MERAH 180 X 80	Rp47.747,7477	Rp53.000,00	0%	Rp1.432.432,43	Rp1.590.000,00			Sale; MANIK MAS TOKO	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp157.567,57			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5549
MANIK MAS TOKO		MANIK MAS TOKO	BR DINAS PENATAHAN KAJA, PENEBEL, TABANAN   					X	00005370	26/06/2026	482		A	ATAP 331G	50	GO GREEN MTL PREMIUM II 180X80	Rp50.900,901	Rp56.500,00	0%	Rp2.545.045,05	Rp2.825.000,00			Sale; MANIK MAS TOKO	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp279.954,95			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5549

SRI RAHAYU, TABANAN		SRI RAHAYU, TABANAN	JL PEREAN BEDUGUL, BATURITI	TABANAN				X	00005371	26/06/2026	462		A	BOARD 030G	50	KALSILING 3,5 MM (122 X 244)	Rp58.918,919	Rp65.400,00	0%	Rp2.945.945,95	Rp3.270.000,00			Sale; SRI RAHAYU, TABANAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp324.054,05			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4396

SIDA KARYA. UD		SIDA KARYA. UD	JL MERTA SARI 2 A SUWUNG KANGIN					X	00005374	26/06/2026	564		A	RGK 061GBT	300	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.720,7207	Rp11.900,00	0%	Rp3.216.216,22	Rp3.570.000,00			Sale; SIDA KARYA. UD	ACHMAD AFANDY				PPN	Rp0,00	Rp353.783,78			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4353

TAMAN SARI, SANUR		TAMAN SARI, SANUR	JL TANDAKAN NO.10 PASAR SINDU, SANUR, DENPASAR					X	00005375	26/06/2026	384		A	BOARD 030G	100	KALSILING 3,5 MM (122 X 244)	Rp51.351,3514	Rp57.000,00	0%	Rp5.135.135,14	Rp5.700.000,00			Sale; TAMAN SARI, SANUR	ANGGA				PPN	Rp0,00	Rp564.864,86			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	4530

ARKASA GLORIA RETAILINDO. PT		KE GATSU TIMUR						X	00005376	26/06/2026	S8 - 0001		A	BOARD 048G	60	KALSILING 6,0 MM (120 X 240)	Rp115.057,6577	Rp127.714,00	0%	Rp6.903.459,46	Rp7.662.840,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp759.380,54			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171
ARKASA GLORIA RETAILINDO. PT		KE GATSU TIMUR						X	00005376	26/06/2026	S8 - 0001		A	BOARD 112G	15	KALSIPART 8,0 MM (120 X 240)	Rp148.827,928	Rp165.199,00	0%	Rp2.232.418,92	Rp2.477.985,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp245.566,08			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171
ARKASA GLORIA RETAILINDO. PT		KE GATSU TIMUR						X	00005376	26/06/2026	S8 - 0001		A	BOARD 113G	10	KALSICLAD 10,0 MM (120 X 240)	Rp187.842,342	Rp208.505,00	0%	Rp1.878.423,42	Rp2.085.050,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp206.626,58			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171

ARKASA GLORIA RETAILINDO. PT		KE GATSU BARAT						X	00005377	26/06/2026	S6 - 0002		A	BOARD 028G	600	KALSILING 3,5 MM (120 X 240)	Rp51.801,8018	Rp57.500,00	0%	Rp31.081.081,08	Rp34.500.000,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp3.418.918,92			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171

KIRANA ABADI. CV		KE TK ASTITI MERTA						X	00005380	26/06/2026	6386		A	PLP 199G	10	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.424.864,865	Rp1.581.600,00	0%	Rp14.248.648,65	Rp15.816.000,00			Sale; KIRANA ABADI. CV	WAYAN SUARTAMA				PPN	Rp0,00	Rp1.567.351,35			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4989
KIRANA ABADI. CV		KE TK ASTITI MERTA						X	00005380	26/06/2026	6386		A	PLP 197GBT	10	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.729,73	Rp1.342.800,00	0%	Rp12.097.297,30	Rp13.428.000,00			Sale; KIRANA ABADI. CV	WAYAN SUARTAMA				PPN	Rp0,00	Rp1.330.702,70			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4989

ALAM GYPSUM, PURBA INDAH		ALAM GYPSUM, PURBA INDAH	JL. PURBA INDAH 1 PENAMPARAN, DENPASAR					X	00005383	26/06/2026			A	BOARD 032G	2	KALSILING 4,5 MM (120 X 240)	Rp83.153,155	Rp92.300,00	0%	Rp166.306,31	Rp184.600,00			Sale; ALAM GYPSUM, PURBA INDAH	WAYAN SUARTAMA				PPN	Rp0,00	Rp18.293,69			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	2441

ALAM GYPSUM, PURBA INDAH		ALAM GYPSUM, PURBA INDAH	JL. PURBA INDAH 1 PENAMPARAN, DENPASAR					X	00005384	26/06/2026			A	BOARD 113G	3	KALSICLAD 10,0 MM (120 X 240)	Rp198.288,2867	Rp220.100,00	0%	Rp594.864,86	Rp660.300,00			Sale; ALAM GYPSUM, PURBA INDAH	WAYAN SUARTAMA				PPN	Rp0,00	Rp65.435,14			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	2441

ARKASA GLORIA RETAILINDO. PT		ARKASA GLORIA RETAILINDO. PT	JL. IMAM BONJOL NO. 555 B DENPASAR					X	00005385	26/06/2026	S7 - 0004		A	BOARD 040G	20	KALSICLAD 12,0 MM (120 X 240)	Rp227.492,793	Rp252.517,00	0%	Rp4.549.855,86	Rp5.050.340,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp500.484,14			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171

WIJAYA GROUP		WIJAYA GROUP	PASAR METRO	BANGLI				X	00005387	29/06/2026	570		A	BOARD 028G	250	KALSILING 3,5 MM (120 X 240)	Rp49.549,5496	Rp55.000,00	0%	Rp12.387.387,39	Rp13.750.000,00			Sale; WIJAYA GROUP	ACHMAD AFANDY				PPN	Rp0,00	Rp1.362.612,61			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	4648

WIJAYA GROUP		WIJAYA GROUP	PASAR METRO	BANGLI				X	00005388	29/06/2026	566		A	BOARD 028G	250	KALSILING 3,5 MM (120 X 240)	Rp48.198,1982	Rp53.500,00	0%	Rp12.049.549,55	Rp13.375.000,00			Sale; WIJAYA GROUP	ACHMAD AFANDY				PPN	Rp0,00	Rp1.325.450,45			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	4648

ARTHA LESTARI		ARTHA LESTARI	PAYANGAN	GIANYAR				X	00005389	29/06/2026	510		A	BOARD 028G	100	KALSILING 3,5 MM (120 X 240)	Rp49.549,5495	Rp55.000,00	0%	Rp4.954.954,95	Rp5.500.000,00			Sale; ARTHA LESTARI	I KOMANG SUASTANA				PPN	Rp0,00	Rp545.045,05			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	2636
ARTHA LESTARI		ARTHA LESTARI	PAYANGAN	GIANYAR				X	00005389	29/06/2026	510		A	ATAP 109GBT	200	GO GREEN HIJAU 180 X 80	Rp46.846,8469	Rp52.000,00	0%	Rp9.369.369,37	Rp10.400.000,00			Sale; ARTHA LESTARI	I KOMANG SUASTANA				PPN	Rp0,00	Rp1.030.630,63			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	2636

SABAR, UBUD		SABAR, UBUD	JL COK GEDE RAI PELIATAN	UBUD				X	00005390	29/06/2026	756		A	ATAP 109GBT	150	GO GREEN HIJAU 180 X 80	Rp46.846,8469	Rp52.000,00	0%	Rp7.027.027,03	Rp7.800.000,00			Sale; SABAR, UBUD	I KOMANG SUASTANA				PPN	Rp0,00	Rp772.972,97			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5283

ASTITI MERTA. UD		ASTITI MERTA. UD	JL KEBO IWA 198	DENPASAR				X	00005391	29/06/2026			A	ATAP 108GBT	50	GO GREEN MERAH 180 X 80	Rp49.099,099	Rp54.500,00	0%	Rp2.454.954,95	Rp2.725.000,00			Sale; ASTITI MERTA. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp270.045,05			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2668
ASTITI MERTA. UD		ASTITI MERTA. UD	JL KEBO IWA 198	DENPASAR				X	00005391	29/06/2026			A	ATAP 109GBT	50	GO GREEN HIJAU 180 X 80	Rp49.099,0992	Rp54.500,00	0%	Rp2.454.954,96	Rp2.725.000,00			Sale; ASTITI MERTA. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp270.045,04			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2668

ARKASA GLORIA RETAILINDO. PT		ARKASA GLORIA RETAILINDO. PT	JL. IMAM BONJOL NO. 555 B DENPASAR					X	00005392	29/06/2026	S7 - 0004		A	BOARD 032G	100	KALSILING 4,5 MM (120 X 240)	Rp78.744,1441	Rp87.406,00	0%	Rp7.874.414,41	Rp8.740.600,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp866.185,59			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171
ARKASA GLORIA RETAILINDO. PT		ARKASA GLORIA RETAILINDO. PT	JL. IMAM BONJOL NO. 555 B DENPASAR					X	00005392	29/06/2026	S7 - 0004		A	BOARD 048G	100	KALSILING 6,0 MM (120 X 240)	Rp115.057,6577	Rp127.714,00	0%	Rp11.505.765,77	Rp12.771.400,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp1.265.634,23			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171
ARKASA GLORIA RETAILINDO. PT		ARKASA GLORIA RETAILINDO. PT	JL. IMAM BONJOL NO. 555 B DENPASAR					X	00005392	29/06/2026	S7 - 0004		A	BOARD 106G	300	KALSIPLANK JT 8 MM (20 X 300)	Rp28.828,8288	Rp32.000,00	0%	Rp8.648.648,65	Rp9.600.000,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp951.351,35			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5171

SURYA AMERTA MAS. CV		SURYA AMERTA MAS. CV	JL. RAYA SESETAN NO.58 SESETAN, DENPASAR, BALI					X	00005395	29/06/2026	0001		A	BOARD 087G	4	KALSIFLOOR 20 MM (120 X 240)	Rp530.237,8375	Rp588.564,00	0%	Rp2.120.951,35	Rp2.354.256,00			Sale; SURYA AMERTA MAS. CV	OFFICE				PPN	Rp0,00	Rp233.304,65			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5400

NUR AFIFAH		NUR AFIFAH	JL KUSUMA BANGSA I DENPASAR BALI					X	00005408	29/06/2026			A	BOARD 113G	2	KALSICLAD 10,0 MM (120 X 240)	Rp198.288,29	Rp220.100,00	0%	Rp396.576,58	Rp440.200,00			Sale; NUR AFIFAH	WAYAN SUARTAMA				PPN	Rp0,00	Rp43.623,42			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp0,00											002	*None	5104

CIPTA PESONA ADI WARNA		CIPTA PESONA ADI WARNA	JL. RAYA SESETAN	DENPASAR				X	00005410	29/06/2026			A	PLP 197GBT	1	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.729,73	Rp1.342.800,00	0%	Rp1.209.729,73	Rp1.342.800,00			Sale; CIPTA PESONA ADI WARNA	ACHMAD AFANDY				PPN	Rp0,00	Rp133.070,27			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4802

